Date,Symbol,Company,Price,Insider Name,Insider Position,Buy/Sell,Insider Trading Shares,Shares Change,Price.1,Price Change Since Insider Trade (%),Dividend Yield %
2018-10-31,LIMIT,LIMIT,49.3,Hall Christopher M,President and COO,S,49,-55.21,13.51,264.91,0.0
2018-10-31,LIMIT,LIMIT,15.0,Cook William,President,S,15,-6.48,20.0,-25.0,0.0
2018-10-31,LIMIT,LIMIT,343.11,BROD FRANK H,Chief Accounting Officer,S,343,-23.07,107.7,218.58,0.67
2018-10-31,LIMIT,LIMIT,2.17,Armistice Capital Master Fund ,10% Owner,P,2,0.02,3.92,-44.64,0.0
2018-10-31,LIMIT,LIMIT,11.0,FOG CUTTER CAPITAL GROUP INC,10% Owner,P,11,18.47,6.98,57.59,4.52
2018-10-31,LIMIT,LIMIT,82.93,HEYER ANDREW R,"Director, 10% Owner",S,82,-84.77,18.05,359.45,0.0
2018-10-31,LIMIT,LIMIT,6.5,REINSCH PHILLIP A,President & CEO,P,6,8.19,6.79,-4.27,5.95
2018-10-31,LIMIT,LIMIT,6.5,Kim Roy,Senior Vice President,P,6,17.54,6.76,-3.85,5.95
2018-10-31,LIMIT,LIMIT,82.93,SAC Acquisition LLC,10% Owner,S,82,-9.73,18.05,359.45,0.0
2018-10-31,LIMIT,LIMIT,136.45,Kirk Jennifer M,Director,P,136,100.0,72.35,88.6,1.27
2018-10-31,LIMIT,LIMIT,2.63,AXAR CAPITAL MANAGEMENT L.P.,10% Owner,P,2,1.25,5.42,-51.48,0.0
2018-10-31,LIMIT,LIMIT,17.46,HOLDER H RANDOLPH JR,Director,P,17,2.33,17.95,-2.73,1.66
2018-10-31,LIMIT,LIMIT,28.99,Abreu Pedro,Chief Strategy Officer,S,28,-100.0,27.48,5.49,0.0
2018-10-30,LIMIT,LIMIT,17.78,OFFER DAVID SCOTT,"EVP, General Counsel",P,17,9.51,7.48,137.7,0.0
2018-10-30,LIMIT,LIMIT,14.8,RUSS CRAIG P,Portfolio Manager,P,14,43.2,13.46,9.96,5.81
2018-10-30,LIMIT,LIMIT,65.4,Hamilton Kara,Senior VP of People Operations,S,65,-97.35,23.1,183.12,0.0
2018-10-30,LIMIT,LIMIT,74.61,STEELHAMMER ROBERT H,Director,S,74,-1.6,65.44,14.01,2.64
2018-10-30,LIMIT,LIMIT,43.78,MORGAN TONY K,Director,P,43,23.63,31.15,40.55,2.98
2018-10-30,LIMIT,LIMIT,16.39,Doyle John J Jr,Director,P,16,3.23,15.6,5.06,2.94
2018-10-30,LIMIT,LIMIT,45.36,Starkloff Eric Howard,President & COO,S,45,-3.57,49.18,-7.77,2.38
2018-10-30,LIMIT,LIMIT,66.74,Jones Robert Scott,Pres. & Chief Revenue Officer,S,66,-11.04,43.98,51.75,0.0
2018-10-30,LIMIT,LIMIT,9.2,Ajmera Radhika,Director,P,9,0.0,7.26,26.72,4.73
2018-10-30,LIMIT,LIMIT,18.75,NOGLES SCOTT,Executive VP and CFO,P,18,5.86,18.73,0.11,1.17
2018-10-30,LIMIT,LIMIT,40.89,MOORE CLYDE R,Director,S,40,-10.87,29.06,40.71,1.91
2018-10-30,LIMIT,LIMIT,58.69,JANZEN HOWARD E,Director,S,58,-20.33,35.82,63.85,0.0
2018-10-30,LIMIT,LIMIT,21.97,SCHARMER NEAL R,VP/General Counsel/Corp Sec,S,21,-24.2,53.0,-58.55,2.73
2018-10-30,LIMIT,LIMIT,16.02,NEU RICHARD W,Director,P,16,2.21,13.88,15.42,3.74
2018-10-30,LIMIT,LIMIT,49.04,Dayton Judd,"CHIEF EXECUTIVE OFFICER, 10% Owner",P,49,0.3,0.5,9708.0,0.0
2018-10-30,LIMIT,LIMIT,31.91,BIRMINGHAM MARTIN KEARNEY,President & CEO,P,31,2.24,28.44,12.2,3.36
2018-10-30,LIMIT,LIMIT,15.39,DERRICO GEORGIA S,Executive Chairman,P,15,3.38,15.25,0.92,2.6
2018-10-30,LIMIT,LIMIT,24.15,Sartori James G,Director,S,24,-2.21,15.85,52.37,1.57
2018-10-30,LIMIT,LIMIT,23.56,Frishberg Brad,CEO,P,23,110.0,19.68,19.72,4.25
2018-10-30,LIMIT,LIMIT,36.79,McGarry Randall J,Chief Information Officer,P,36,100.0,16.95,117.05,1.56
2018-10-30,LIMIT,LIMIT,12.3,Bena Pamela A,Director,P,12,7.55,11.69,5.22,3.89
2018-10-30,LIMIT,LIMIT,152.14,FANANDAKIS NICHOLAS C,Director,S,152,-40.41,69.52,118.84,0.0
2018-10-30,LIMIT,LIMIT,533.79,JELINEK W CRAIG,President and CEO,S,533,-6.73,223.52,138.81,0.58
2018-10-30,LIMIT,LIMIT,11.69,DiNapoli Jason Philip,Director,P,11,3.55,14.69,-20.42,4.44
2018-10-30,LIMIT,LIMIT,103.27,BRYANT ANDY D,Director,S,103,-27.27,91.75,12.56,0.99
2018-10-30,LIMIT,LIMIT,60.11,Pickens Raymond L,Divisional Vice President,S,60,-88.71,75.01,-19.86,1.56
2018-10-30,LIMIT,LIMIT,166.74,RULLI JOHN,Pres Malls/Chief Admin Offcr,S,166,-12.23,186.52,-10.6,3.3
2018-10-30,LIMIT,LIMIT,14.58,Osorio Alberto,President and CEO,P,14,14.18,13.66,6.73,2.46
2018-10-30,LIMIT,LIMIT,15.39,Biagas John Fitzgerald,Director,P,15,7.82,15.2,1.25,2.6
2018-10-30,LIMIT,LIMIT,1859.68,MCKENNA WILLIAM ANDREW,Director,S,1859,-29.22,747.15,148.9,0.0
2018-10-30,LIMIT,LIMIT,264.8,MURPHY STEVEN,President of Franchising,S,264,-4.45,152.57,73.56,0.62
2018-10-30,LIMIT,LIMIT,120.8,TREADWELL DAVID L,Director,P,120,100.0,74.97,61.13,0.0
2018-10-30,LIMIT,LIMIT,0.2449,Menerey Michael K.,CFO,P,0,1.28,0.42,-41.69,0.0
2018-10-30,LIMIT,LIMIT,120.8,MANZO ROBERT,Director,P,120,50.0,76.18,58.57,0.0
2018-10-30,LIMIT,LIMIT,155.76,MCCLAINE DOUGLAS K,Sr. Vice President/Secretary,S,155,-29.78,106.61,46.1,1.13
2018-10-30,LIMIT,LIMIT,533.79,GALANTI RICHARD A,Executive VP and CFO,S,533,-9.58,227.23,134.91,0.58
2018-10-30,LIMIT,LIMIT,20.47,Granado Corina S.,10% Owner,P,20,5.8,16.48,24.21,0.24
2018-10-30,LIMIT,LIMIT,22.36,Wiggins Rocky,SVP and CIO,S,22,-17.48,50.56,-55.78,0.0
2018-10-30,LIMIT,LIMIT,318.83,POWELL THOMAS E,Executive Vice President & CFO,S,318,-33.87,240.0,32.85,0.42
2018-10-30,LIMIT,LIMIT,1.94,DowDuPont Inc.,10% Owner,P,1,0.29,5.78,-66.44,0.0
2018-10-30,LIMIT,LIMIT,18.98,Gibney Dennis E.,EVP & CFO,P,18,12.07,15.2,24.87,0.0
2018-10-30,LIMIT,LIMIT,18.98,Dempsey Joseph Francis Jr,EVP & Head Commercial Banking,P,18,100.0,15.37,23.49,0.0
2018-10-30,LIMIT,LIMIT,1.55,Robinson James George,Director,P,1,0.19,1.78,-12.92,0.0
2018-10-30,LIMIT,LIMIT,15.98,HARVEY LARRY K,Director,P,15,7.3,17.74,-9.92,9.01
2018-10-30,LIMIT,LIMIT,36.62,Donaker Geoffrey L,Director,S,36,-1.05,40.69,-10.0,0.0
2018-10-30,LIMIT,LIMIT,10.84,Dixon Tom Christopher,Chief Technology Officer,S,10,-2.3,18.33,-40.86,0.0
2018-10-30,LIMIT,LIMIT,359.79,McVey Richard M,Chairman & CEO,S,359,-2.19,211.93,69.77,0.73
2018-10-30,LIMIT,LIMIT,166.25,MCGUIRE WILLIAM B,Director,S,166,-2.14,92.6,79.54,2.0
2018-10-30,LIMIT,LIMIT,7.5,Mack Carter D,President,P,7,1.48,5.0,50.0,0.0
2018-10-30,LIMIT,LIMIT,10.84,Lerman Howard,CEO,S,10,-1.06,18.4,-41.09,0.0
2018-10-30,LIMIT,LIMIT,29.55,Moisey Robert J,Director,P,29,314.14,25.27,16.94,2.66
2018-10-30,LIMIT,LIMIT,3.6901,Siokas Grigorios,"CEO, 10% Owner",S,3,-2.19,1.73,113.3,0.0
2018-10-30,LIMIT,LIMIT,3.42,Head Tyler W. K.,Director,S,3,-17.43,3.86,-11.4,0.0
2018-10-30,LIMIT,LIMIT,106.48,EMMETT RICHARD J,Chief Legal and HR Officer,S,106,-69.69,73.0,45.86,1.11
2018-10-30,LIMIT,LIMIT,61.2,HACKETT H PATRICK JR,Director,S,61,-28.53,31.38,95.03,1.74
2018-10-30,LIMIT,LIMIT,49.52,McBride Kevin Thomas,"VP Finance, Controller",S,49,-45.88,45.53,8.76,2.79
2018-10-30,LIMIT,LIMIT,260.98,Marshall Steven C.,Former Officer,S,260,-60.88,156.86,66.38,1.91
2018-10-30,LIMIT,LIMIT,0.000995,Lawrence Adams,CEO,P,0,18.05,0.01,-90.05,0.0
2018-10-30,LIMIT,LIMIT,113.97,MIAU MATTHEW,Director,P,113,0.02,76.53,48.92,0.71
2018-10-30,LIMIT,LIMIT,51.89,Thomas Michael H,Director,S,51,-100.0,27.93,85.79,0.85
2018-10-30,LIMIT,LIMIT,22.36,Villa Laurie,SVP - Chief HR Officer,S,22,-13.64,50.79,-55.98,0.0
2018-10-30,LIMIT,LIMIT,41.2,RANKIN CLARA L T,Member of a Group,P,41,2.11,61.69,-33.21,3.1
2018-10-30,LIMIT,LIMIT,11.22,BARINGS LLC,Investment Adviser,P,11,0.44,10.0,12.2,6.86
2018-10-30,LIMIT,LIMIT,3.4,Manko Joseph M. Jr.,"Director, 10% Owner",P,3,0.4,1.48,129.73,0.0
2018-10-30,LIMIT,LIMIT,18.14,Jordan Robert Chris,Director,P,18,26.26,25.47,-28.78,1.63
2018-10-30,LIMIT,LIMIT,18.14,Baker James M,Director,P,18,13.27,25.0,-27.44,1.63
2018-10-30,LIMIT,LIMIT,29.55,Noone John E,Director,P,29,4.41,24.95,18.44,2.66
2018-10-30,LIMIT,LIMIT,2.565,Coghlin Christopher J,10% Owner,S,2,-0.88,2.73,-6.04,0.0
2018-10-30,LIMIT,LIMIT,18.14,HIDALGO WILLIAM H,Director,P,18,1.75,25.98,-30.18,1.63
2018-10-30,LIMIT,LIMIT,323.82,Bluedorn Todd M,Chairman and CEO,S,323,-6.11,207.17,56.31,1.04
2018-10-30,LIMIT,LIMIT,41.44,Reece Joseph E,Director,P,41,200.0,5.5,653.45,0.0
2018-10-30,LIMIT,LIMIT,41.2,"Trust dated 1/1/1977, PNC Bank",member of a group,P,41,2.11,61.69,-33.21,3.1
2018-10-30,LIMIT,LIMIT,0.2449,Reynolds James L.,"President and CEO, 10% Owner",P,0,0.07,0.42,-41.69,0.0
2018-10-30,LIMIT,LIMIT,13.89,Berntzen Jarl,Director,P,13,9.41,7.8,78.08,0.0
2018-10-30,LIMIT,LIMIT,0.2449,Reynolds James L.,"President and CEO, 10% Owner",P,0,0.18,0.42,-41.69,0.0
2018-10-30,LIMIT,LIMIT,41.2,Trust dated 9/28/2000 between ,Member of a Group,P,41,1.21,61.69,-33.21,3.1
2018-10-30,LIMIT,LIMIT,41.2,RANKIN BRUCE T,Member of a Group,P,41,1.21,61.69,-33.21,3.1
2018-10-30,LIMIT,LIMIT,323.82,BEDAPUDI PRAKASH,"EVP, Chief Technology Officer",S,323,-46.15,207.0,56.43,1.04
2018-10-30,LIMIT,LIMIT,10.5,Ray Anne Marie,Member of a 10% owner group,S,10,-0.76,13.26,-20.81,0.0
2018-10-30,LIMIT,LIMIT,10.5,Ray Michael C.,Member of a 10% owner group,S,10,-0.88,13.26,-20.81,0.0
2018-10-30,LIMIT,LIMIT,41.2,RANKIN VICTOIRE G,Member of a Group,P,41,0.56,61.72,-33.25,3.1
2018-10-30,LIMIT,LIMIT,30.05,AYAT SIMON,CFO,S,30,-22.73,56.6,-46.91,1.68
2018-10-30,LIMIT,LIMIT,38.28,MATHER COURTNEY,Director,S,38,-33.02,11.15,243.32,0.58
2018-10-30,LIMIT,LIMIT,22.98,Guadagno Norman,"SVP, Marketing",S,22,-5.83,32.55,-29.4,0.0
2018-10-30,LIMIT,LIMIT,0.495,Chin Mark,Director,P,0,5.62,6.1,-91.89,0.0
2018-10-30,LIMIT,LIMIT,22.98,Mellinger Paul S.,"SVP, Sales",S,22,-5.83,32.72,-29.77,0.0
2018-10-30,LIMIT,LIMIT,71.13,ISTAR INC.,10% Owner,P,71,0.25,17.6,304.15,0.94
2018-10-30,LIMIT,LIMIT,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.56,61.72,-33.25,3.1
2018-10-30,LIMIT,LIMIT,2.7,Glendon Capital Management LP,10% Owner,P,2,0.47,3.36,-19.64,0.0
2018-10-30,LIMIT,LIMIT,18.14,Nelson Andrew C,Director,P,18,4.58,25.0,-27.44,1.63
2018-10-30,LIMIT,LIMIT,0.138,"MANCHESTER MANAGEMENT PR, LLC",10% Owner,P,0,0.85,1.84,-92.5,0.0
2018-10-30,LIMIT,LIMIT,80.7,DeLuca Richard R.,"EVP&Pres, Merck Animal Health",S,80,-30.61,72.0,12.08,3.22
2018-10-30,LIMIT,LIMIT,301.17,Benioff Marc,Chairman of the Board & co-CEO,S,301,-0.02,130.84,130.18,0.0
2018-10-30,LIMIT,LIMIT,301.17,BLOCK KEITH,co-CEO,S,301,-9.06,129.8,132.03,0.0
2018-10-30,LIMIT,LIMIT,154.46,Johnsen Karl E,Senior Vice President and CFO,S,154,-6.37,80.69,91.42,0.0
2018-10-30,LIMIT,LIMIT,0.84,Ogur Scott Matthew,"CFO, 10% Owner",S,0,-0.03,1.02,-17.65,0.0
2018-10-30,LIMIT,LIMIT,80.01,INGRAM DOUGLAS S,President & CEO,P,80,4.18,120.39,-33.54,0.0
2018-10-30,LIMIT,LIMIT,0.84,VENEGAS ZACHARY L,"CEO, 10% Owner",S,0,-0.03,1.02,-17.65,0.0
2018-10-30,LIMIT,LIMIT,0.0025,Larsen Charles John,"Director, 10% Owner",S,0,-0.27,0.02,-87.5,0.0
2018-10-30,LIMIT,LIMIT,0.84,HELIX OPPORTUNITIES LLC,10% Owner,S,0,-0.03,1.02,-17.65,0.0
2018-10-30,LIMIT,LIMIT,193.61,Donahoe John J,Director,S,193,-60.54,82.51,134.65,0.0
2018-10-30,LIMIT,LIMIT,301.17,Harris Parker,Co-Founder and CTO,S,301,-0.28,130.92,130.04,0.0
2018-10-30,LIMIT,LIMIT,4.92,St Peter Steven,PRESIDENT AND CEO,S,4,-1.74,5.86,-16.04,0.0
2018-10-30,LIMIT,LIMIT,100.69,HOCKEMA JACK A,CEO,S,100,-4.35,93.35,7.86,2.86
2018-10-30,LIMIT,LIMIT,7.86,Carlson Bradley,Director,P,7,39.06,8.34,-5.76,2.61
2018-10-30,LIMIT,LIMIT,12.42,Downey Michael,Director,P,12,100.0,11.1,11.89,6.35
2018-10-30,LIMIT,LIMIT,5.42,NORRIS ELWOOD G,"CHIEF TECHNOLOGY OFFICER, 10% Owner",P,5,5.35,3.0,80.67,0.0
2018-10-30,LIMIT,LIMIT,142.8,KAO MIN H,"Executive Chairman, 10% Owner",S,142,-0.7,62.41,128.81,1.81
2018-10-30,LIMIT,LIMIT,41.44,Dixon Denmar John,Director,P,41,3.34,5.41,665.99,0.0
2018-10-30,LIMIT,LIMIT,34.99,Caruso Daniel,CEO,S,34,-3.79,29.67,17.93,0.0
2018-10-30,LIMIT,LIMIT,18.14,Besselman Thomas C Sr,Director,P,18,1.12,25.0,-27.44,1.63
2018-10-30,LIMIT,LIMIT,38.0,NEWMAN JUDITH,"EVP, President, Book Clubs",S,38,-13.27,42.01,-9.55,1.58
2018-10-30,LIMIT,LIMIT,7.63,Lang Gregory A.,President and CEO,S,7,-0.9,4.18,82.54,0.0
2018-10-30,LIMIT,LIMIT,109.8,Brown Michael J,CEO and President of EWI Inc.,S,109,-0.76,109.98,-0.16,0.0
2018-10-30,LIMIT,LIMIT,60.9,Rich Brian F,SVP and CIO,S,60,-6.91,49.69,22.56,2.87
2018-10-30,LIMIT,LIMIT,83.97,Kurzius Lawrence Erik,"Chairman, President & CEO",S,83,-38.3,142.01,-40.87,1.62
2018-10-30,LIMIT,LIMIT,73.07,FAUST THOMAS E JR,CEO,S,73,-10.45,43.23,69.03,2.05
2018-10-30,LIMIT,LIMIT,59.51,Christenson Carl R,Chairman and CEO,P,59,1.92,31.44,89.28,0.46
2018-10-30,LIMIT,LIMIT,83.97,Smith Michael R,Executive VP & CFO,S,83,-57.35,142.59,-41.11,1.62
2018-10-30,LIMIT,LIMIT,0.1599,JAEHNERT FRANK M,Director,P,0,50.0,13.73,-98.84,31.27
2018-10-30,LIMIT,LIMIT,53.42,Pacyna Michael J Jr,EVP & CBDO,S,53,-30.74,62.06,-13.92,2.3
2018-10-30,LIMIT,LIMIT,0.0002,Ascribe Capital LLC,10% Owner,P,0,1.39,7.42,-100.0,0.0
2018-10-30,LIMIT,LIMIT,3.42,Stinson Linda,10% Owner,S,3,-9.5,3.86,-11.4,0.0
2018-10-29,LIMIT,LIMIT,1137.06,Musk Elon,"CEO, 10% Owner",P,1137,0.09,334.98,239.44,0.0
2018-10-29,LIMIT,LIMIT,18.53,ROSS JONATHAN W R,Director,S,18,-1.05,17.21,7.67,2.2
2018-10-29,LIMIT,LIMIT,21.9,Tietz Christopher G,See Remarks,P,21,65.92,14.96,46.39,1.04
2018-10-29,LIMIT,LIMIT,20.47,SCRIPPS CHARLES E,10% Owner,P,20,0.82,16.08,27.3,0.24
2018-10-29,LIMIT,LIMIT,74.19,WELCH M SCOTT,Director,P,74,4.56,42.25,75.6,1.84
2018-10-29,LIMIT,LIMIT,0.75,Tardugno Michael H,"Chairman, President and CEO",P,0,37.13,2.06,-63.59,0.0
2018-10-29,LIMIT,LIMIT,179.33,HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,S,179,-0.56,106.0,69.18,1.9
2018-10-29,LIMIT,LIMIT,179.33,HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,P,179,0.56,106.0,69.18,1.9
2018-10-29,LIMIT,LIMIT,64.4,Herde Carl G,Director,P,64,10.46,30.75,109.43,1.69
2018-10-29,LIMIT,LIMIT,179.33,HERSHEY TRUST CO,10% Owner,S,179,-0.56,106.0,69.18,1.9
2018-10-29,LIMIT,LIMIT,179.33,HERSHEY TRUST CO,10% Owner,P,179,0.56,106.0,69.18,1.9
2018-10-29,LIMIT,LIMIT,193.61,Pentland Adele Louise,"EVP, Chief Bus. Affairs &",S,193,-13.35,84.68,128.64,0.0
2018-10-29,LIMIT,LIMIT,177.34,Carson Brian,President-Flooring NA,P,177,13.68,116.34,52.43,0.0
2018-10-29,LIMIT,LIMIT,21.74,DeRosa Michael Lawrence,"Director, 10% Owner",S,21,-0.06,25.01,-13.07,0.0
2018-10-29,LIMIT,LIMIT,21.74,ELEMENT PARTNERS II INTRAFUND ,10% Owner,S,21,-0.12,25.01,-13.07,0.0
2018-10-29,LIMIT,LIMIT,323.62,Landis Gail S,Director,S,323,-29.91,129.75,149.42,0.39
2018-10-29,LIMIT,LIMIT,20.56,Modruson Frank Blaise,Director,P,20,87.24,22.53,-8.74,2.72
2018-10-29,LIMIT,LIMIT,27.2,Miller Clifton N,Director,P,27,1.33,21.47,26.69,0.89
2018-10-29,LIMIT,LIMIT,58.69,McMullen John N,Director,S,58,-59.45,34.92,68.07,0.0
2018-10-29,LIMIT,LIMIT,23.26,Ervin Patrick J,Executive Vice President,P,23,19.43,21.9,6.21,3.61
2018-10-29,LIMIT,LIMIT,100.48,GOLDNER BRIAN,Chairman & CEO,P,100,1.02,91.8,9.46,2.71
2018-10-29,LIMIT,LIMIT,3676.57,BEZOS JEFFREY P,"Chairman, CEO and President, 10% Owner",S,3676,0.0,1659.94,121.49,0.0
2018-10-29,LIMIT,LIMIT,19.39,CHARLEY RAY T,Director,P,19,28.57,12.9,50.31,0.51
2018-10-29,LIMIT,LIMIT,3676.57,BEZOS JEFFREY P,"Chairman, CEO and President, 10% Owner",S,3676,-0.02,1632.23,125.25,0.0
2018-10-29,LIMIT,LIMIT,0.49,MARONICK JAMES R,CFO,P,0,0.34,0.31,58.06,0.0
2018-10-29,LIMIT,LIMIT,10.05,"Saba Capital Management, L.P.",10% Owner,S,10,-10.96,9.8,2.55,7.16
2018-10-29,LIMIT,LIMIT,10.0,Olesen Value Fund L.P.,10% Owner,P,10,2.22,2.91,243.64,0.0
2018-10-29,LIMIT,LIMIT,12.3,GUERRIERI GARY L,Chief Credit Officer,P,12,2.54,11.49,7.05,3.89
2018-10-29,LIMIT,LIMIT,8.87,FRANKLIN PHILIP G,Trustee,P,8,8.02,9.21,-3.69,9.88
2018-10-29,LIMIT,LIMIT,8.61,TOLEDANO UDI,Director,P,8,1.6,18.69,-53.93,0.0
2018-10-29,LIMIT,LIMIT,177.34,BALCAEN FILIP,Director,P,177,16.47,118.42,49.76,0.0
2018-10-29,LIMIT,LIMIT,21.0,Long John D.,President/CEO,P,21,34.25,12.67,65.75,0.0
2018-10-29,LIMIT,LIMIT,45.86,Ericson Brady D,Executive Vice President,S,45,-26.95,39.7,15.52,1.48
2018-10-29,LIMIT,LIMIT,12.3,Dutey James L,Corporate Controller,P,12,100.0,11.48,7.14,3.89
2018-10-29,LIMIT,LIMIT,353.13,Purvis Shawn N,"CVP, President, Enterprise Svc",S,353,-12.1,273.39,29.17,1.72
2018-10-29,LIMIT,LIMIT,58.69,SABELHAUS MELANIE R,Director,S,58,-7.3,27.98,109.76,1.78
2018-10-29,LIMIT,LIMIT,27.2,Whaley Keith Edward,Director,P,27,2.61,21.37,27.28,0.89
2018-10-29,LIMIT,LIMIT,8.99,SECOND CURVE CAPITAL LLC,10% Owner,S,8,-0.63,6.87,30.86,0.0
2018-10-29,LIMIT,LIMIT,22.4,Butrico Charles F Jr,Director,P,22,11.88,15.81,41.68,1.18
2018-10-29,LIMIT,LIMIT,19.48,Bird Jeffrey J.,Vice President and CFO,S,19,-10.21,41.54,-53.11,0.0
2018-10-29,LIMIT,LIMIT,19.48,DeBerry Blake T.,President and CEO,S,19,-10.16,41.54,-53.11,0.0
2018-10-29,LIMIT,LIMIT,19.48,Webster James C.,VP - Gen Counsel & Secretary,S,19,-11.1,41.54,-53.11,0.0
2018-10-29,LIMIT,LIMIT,19.48,Gariepy James A.,SR V.P. and COO,S,19,-11.03,41.54,-53.11,0.0
2018-10-29,LIMIT,LIMIT,33.4,LUCARELLI LISA M,Director,P,33,114.25,7.52,344.15,4.09
2018-10-29,LIMIT,LIMIT,120.9,WEHMER EDWARD J,Director,S,120,-11.86,84.91,42.39,1.01
2018-10-29,LIMIT,LIMIT,177.07,MOMSEN MAGNUS,"SVP, CAO, Corporate Controller",S,177,-79.86,111.72,58.49,0.0
2018-10-29,LIMIT,LIMIT,29.76,Dolan James J.,Director,P,29,81.42,24.48,21.57,0.0
2018-10-29,LIMIT,LIMIT,5.34,Booth Marc W.,Chief IP Officer,P,5,50.0,3.13,70.61,0.0
2018-10-29,LIMIT,LIMIT,45.35,ARNOLD PAUL,Director,P,45,20.75,20.5,121.22,2.42
2018-10-29,LIMIT,LIMIT,16.88,PADRICK KEVIN D,Director,P,16,25.89,14.39,17.3,2.54
2018-10-29,LIMIT,LIMIT,73.07,FAUST THOMAS E JR,CEO,S,73,-12.35,43.38,68.44,2.05
2018-10-29,LIMIT,LIMIT,33.58,DEFRANCO JAMES,Executive Vice President,P,33,1.98,29.0,15.79,0.0
2018-10-29,LIMIT,LIMIT,86.04,Sorenson Christa L,Executive Vice President,S,86,-29.98,66.0,30.36,2.8
2018-10-29,LIMIT,LIMIT,3.97,COLLINS JOHN T,Director,P,3,29.85,29.56,-86.57,0.0
2018-10-29,LIMIT,LIMIT,678.8,WELLS DAVID B,CFO,S,678,-100.0,305.7,122.05,0.0
2018-10-29,LIMIT,LIMIT,34.25,Boswell Stephen T.,Director,P,34,5.2,20.83,64.43,1.27
2018-10-29,LIMIT,LIMIT,45.36,KODOSKY JEFFREY L,Director,S,45,-0.1,48.96,-7.35,2.38
2018-10-29,LIMIT,LIMIT,210.1,Keating Neal J,Director,P,210,15.22,101.55,106.89,1.86
2018-10-29,LIMIT,LIMIT,106.85,CASEY MICHAEL DENNIS,Chairman and CEO,S,106,-6.26,97.76,9.3,0.75
2018-10-29,LIMIT,LIMIT,23.25,FLYNN PHILIP B,President & CEO,S,23,-1.54,22.81,1.93,3.17
2018-10-29,LIMIT,LIMIT,56.75,WOLTOSZ WALTER S,Director,S,56,-0.34,20.01,183.61,0.43
2018-10-29,LIMIT,LIMIT,146.99,Daniels Jon G,"SVP, CAF",S,146,-100.0,70.88,107.38,0.0
2018-10-29,LIMIT,LIMIT,1.83,TANG KEVIN C,"CEO, 10% Owner",P,1,0.08,14.98,-87.78,0.0
2018-10-29,LIMIT,LIMIT,98.14,Elwyn Tashtego S,President - RJA,P,98,10.1,73.75,33.07,1.06
2018-10-29,LIMIT,LIMIT,45.35,BRUCKMANN BRUCE,Director,P,45,0.49,20.25,123.95,2.42
2018-10-29,LIMIT,LIMIT,214.13,Sands Diana L,"SVP, Internal Gov & Admin",S,214,-18.89,350.07,-38.83,0.0
2018-10-29,LIMIT,LIMIT,207.77,DENNISON ANN M,Controller and Prin Acctg Ofcr,S,207,-15.57,83.67,148.32,0.99
2018-10-29,LIMIT,LIMIT,42.2,DONOVAN WILLIAM T,Director,P,42,154.56,23.75,77.68,1.28
2018-10-29,LIMIT,LIMIT,3.36,Neylan John F.,Chief Medical Officer,S,3,-0.83,3.07,9.45,0.0
2018-10-29,LIMIT,LIMIT,3.36,Holmes Scott A,CFO,S,3,-0.76,3.07,9.45,0.0
2018-10-29,LIMIT,LIMIT,4.73,CONSOL Energy Inc.,"Director, 10% Owner",P,4,0.18,18.98,-75.08,10.84
2018-10-29,LIMIT,LIMIT,60.02,Horn J Scott,"SVP, President Distribution",P,60,140.48,31.69,89.4,1.41
2018-10-29,LIMIT,LIMIT,33.51,Yoo Stephen,Chief Medical Officer,S,33,-100.0,62.37,-46.27,0.0
2018-10-29,LIMIT,LIMIT,150.03,Winder Investment Pte Ltd,10% Owner,P,150,0.02,139.91,7.23,2.07
2018-10-29,LIMIT,LIMIT,20.47,Barmonde Charles L.,"Director, 10% Owner",P,20,5.02,15.99,28.02,0.24
2018-10-29,LIMIT,LIMIT,0.22,Reis David A,Director,S,0,-0.23,1.64,-86.59,0.0
2018-10-29,LIMIT,LIMIT,47.52,Robinson John W,CEO,S,47,-5.47,45.06,5.46,0.09
2018-10-29,LIMIT,LIMIT,86.02,POPS RICHARD F,Director,S,86,-12.71,107.13,-19.71,0.0
2018-10-29,LIMIT,LIMIT,0.0071,Alden Global Capital LLC,10% Owner,P,0,6.95,2.53,-99.72,0.0
2018-10-29,LIMIT,LIMIT,47.52,Woodley Ryan K,CEO Progressive Leasing,S,47,-9.4,45.2,5.13,0.09
2018-10-29,LIMIT,LIMIT,113.97,MIAU MATTHEW,Director,P,113,0.03,77.19,47.65,0.71
2018-10-29,LIMIT,LIMIT,10.29,SHAH HASU P,Chairman of the Board,P,10,0.74,17.25,-40.35,0.0
2018-10-29,LIMIT,LIMIT,1.55,Averback Paul,"CEO, 10% Owner",S,1,-7.23,2.5,-38.0,0.0
2018-10-29,LIMIT,LIMIT,190.25,Ramirez Jaime A,SVP&Pres. Global Emerg Mkts,S,190,-18.41,111.29,70.95,1.52
2018-10-29,LIMIT,LIMIT,39.98,Smith S. Scott,COO,S,39,-1.58,18.96,110.86,0.0
2018-10-29,LIMIT,LIMIT,46.67,Parker Herbert K,Director,P,46,95.5,33.38,39.81,1.73
