Exchange,Symbol,Company,Currency,Price,Insider Name,Insider Position,Date,Buy/Sell,Insider Trading Shares,Shares Change,Price,Cost(000),Final Share,Price Change Since Insider Trade (%),Dividend Yield %,PE Ratio,Market Cap ($M)
LIMIT,LIMIT,LIMIT,$,134.6,MYSZKA KENNETH F,President,2018-11-05,S,5000,-2.79,94.39,471.95,261031.5,42.6,2.28,47.57,11040.050
LIMIT,LIMIT,LIMIT,$,18.02,SHRAIBERG STEPHEN B,Director,2018-11-05,P,35000,30.89,10.79,377.65,148309,67.01,3.32,17.73,784.851
LIMIT,LIMIT,LIMIT,$,66.04,Butler Mark L,"President, CEO, 10% Owner",2018-11-05,S,90000,-1.02,91.24,8211.6,8752937,-27.62,0,21.86,4297.293
LIMIT,LIMIT,LIMIT,$,7.63,Lang Gregory A.,President and CEO,2018-11-05,S,34254,-2.52,4.15,142.154,1326518,83.86,0,At Loss,2533.458
LIMIT,LIMIT,LIMIT,$,56.02,MASSENGILL MATTHEW E,Director,2018-11-05,S,1681,-9.16,47.68,80.1501,16667,17.49,0,11.86,17457.115
LIMIT,LIMIT,LIMIT,$,210.51,Triplett Michael W,"President, US Markets",2018-11-05,S,2825,-9.01,214.25,605.256,28529.0845,-1.75,1.41,8.92,69768.859
LIMIT,LIMIT,LIMIT,$,42.06,Posner Brian S,Director,2018-11-05,P,2500,71.43,22.45,56.125,6000,87.35,0,8.47,16240.785
LIMIT,LIMIT,LIMIT,$,343.11,BROD FRANK H,Chief Accounting Officer,2018-11-05,S,2000,-3,107.18,214.36,64676,220.13,0.67,38.36,2576063.168
LIMIT,LIMIT,LIMIT,$,27.55,Henry David John,"SVP, Home Networking",2018-11-05,S,3305,-9.47,56.67,187.294,31580,-51.39,0,10.63,806.251
LIMIT,LIMIT,LIMIT,$,94.11,Lupo L Patrick,Director,2018-11-05,P,3000,6.97,62.71,188.13,46024,50.07,2.16,5.91,13224.355
LIMIT,LIMIT,LIMIT,$,12.5,de Masi Niccolo,Executive Chairman,2018-11-05,S,89310,-10.43,7.01,626.063,766669,78.32,0,138.83,2203.875
LIMIT,LIMIT,LIMIT,$,106.86,Cotoia Michael,CEO,2018-11-05,S,14500,-17.3,20.43,296.235,69310,423.05,0,159.48,3079.670
LIMIT,LIMIT,LIMIT,$,45.36,KODOSKY JEFFREY L,Director,2018-11-05,S,1600,-0.1,49.13,78.608,1614718,-7.67,2.38,113.42,5982.155
LIMIT,LIMIT,LIMIT,$,18.81,GROSSMAN MINDY F,Director,2018-11-05,S,8000,-61.54,20.96,167.68,5000,-10.26,0,15.05,1678.775
LIMIT,LIMIT,LIMIT,$,21.95,SEROUSSI YAIR,Director,2018-11-05,S,15000,-45.45,12.39,185.85,18000,77.16,0,At Loss,532.338
LIMIT,LIMIT,LIMIT,$,119.53,Joseph Jason,"VP, General Counsel, Secretary",2018-11-05,S,1026,-0.95,31.76,32.5858,107412,276.35,0.33,80.21,8886.704
LIMIT,LIMIT,LIMIT,$,119.53,Jarzynka David,"Sr. VP, General Manager",2018-11-05,S,1661,-3.51,31.76,52.7534,45656,276.35,0.33,80.21,8886.704
LIMIT,LIMIT,LIMIT,$,115.29,Filler James J,10% Owner,2018-11-05,P,1839,0.28,73.94,135.976,649989,55.92,0.62,14.3,512.708
LIMIT,LIMIT,LIMIT,$,94.11,Boehlert Thomas,"EVP, CFO",2018-11-05,P,3200,100,62.68,200.576,3200,50.14,2.16,5.91,13224.355
LIMIT,LIMIT,LIMIT,$,119.53,Montone William T.,"SVP, Human Resources",2018-11-05,S,1026,-0.79,31.76,32.5858,129102,276.35,0.33,80.21,8886.704
LIMIT,LIMIT,LIMIT,$,224.91,GIANAKAKOS ANASTASIOS,President and CEO,2018-11-05,S,3000,-0.43,56.57,169.71,697660,297.58,0,At Loss,11992.850
LIMIT,LIMIT,LIMIT,$,119.53,Tenney Maurice H.,President-Brooks Life Sciences,2018-11-05,S,2052,-1.07,31.76,65.1715,188917,276.35,0.33,80.21,8886.704
LIMIT,LIMIT,LIMIT,$,119.53,Robertson Lindon G,EVP & CFO,2018-11-05,S,1796,-1.03,31.76,57.041,172593,276.35,0.33,80.21,8886.704
LIMIT,LIMIT,LIMIT,$,101.8,Trent T McKenna,"SrVP, General Counsel and Secy",2018-11-05,S,15000,-27.1,54.79,821.85,40341,85.8,0.48,25.01,3669.003
LIMIT,LIMIT,LIMIT,$,119.53,SCHWARTZ STEPHEN S,CEO,2018-11-05,S,3976,-0.66,31.76,126.278,597037,276.35,0.33,80.21,8886.704
LIMIT,LIMIT,LIMIT,$,0.029,Gemayel George,"CEO, President, Secretary, 10% Owner",2018-11-05,P,2000,0,0.04,0.08,83060000,-27.5,0,At Loss,2.990
LIMIT,LIMIT,LIMIT,$,0.0025,Larsen Charles John,"Director, 10% Owner",2018-11-05,S,525000,-0.14,0.02,10.5,6223687.688,-87.5,0,At Loss,13.513
LIMIT,LIMIT,LIMIT,$,54.26,Frost G. Janelle,President & CEO,2018-11-05,S,1623,-2.65,64.41,104.537,59603,-15.76,2.12,11.59,1050.693
LIMIT,LIMIT,LIMIT,$,344.99,SILBERSTEIN JASON V,EVP - Site Leasing,2018-11-05,S,19785,-69.04,165.13,3267.1,8874,108.92,0.66,131.18,37528.481
LIMIT,LIMIT,LIMIT,$,171.4,Warren Brian,"SVP, Engineering & Product",2018-11-05,S,1000,-3.76,96.35,96.35,25623,77.89,2.92,83.21,7575.096
LIMIT,LIMIT,LIMIT,$,678.8,WELLS DAVID B,CFO,2018-11-05,S,1000,-100,311.1,311.1,0,118.19,0,61.16,300675.950
LIMIT,LIMIT,LIMIT,$,274.81,Conine Steven,"Co-Founder, 10% Owner",2018-11-05,S,4000,-7.43,95,380,49863,189.27,0,352.32,28729.861
LIMIT,LIMIT,LIMIT,$,274.81,Shah Niraj,"CEO, 10% Owner",2018-11-05,S,4000,-7.54,95.01,380.04,49080,189.24,0,352.32,28729.861
LIMIT,LIMIT,LIMIT,$,379.34,Van Oene Mark,SVP Chief Commercial Officer,2018-11-05,S,6835,-42.97,326.11,2228.96,9073,16.32,0,62.29,59290.843
LIMIT,LIMIT,LIMIT,$,137.41,Edwards Jeffrey W.,"President, CEO and Chairman, 10% Owner",2018-11-05,S,150000,-2.09,34.11,5116.5,7042580,302.84,0.65,34.7,4082.059
LIMIT,LIMIT,LIMIT,$,138.88,Valencia Richard P.,Director,2018-11-05,P,1300,74.12,37.75,49.075,3054,267.89,0,478.89,8823.423
LIMIT,LIMIT,LIMIT,$,138.88,Allen Dick,Director,2018-11-05,S,15222,-16.88,38.02,578.74,74939,265.28,0,478.89,8823.423
LIMIT,LIMIT,LIMIT,$,125.13,Kytomaa Harri,Group Vice President,2018-11-05,S,3000,-33,51.5,154.5,6090,142.97,0.63,64.83,6520.712
LIMIT,LIMIT,LIMIT,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-11-05,P,1879,0.27,64.98,122.097,695449,-36.6,3.1,At Loss,693.266
LIMIT,LIMIT,LIMIT,$,61.45,KKR Renaissance Aggregator L.P,10% Owner,2018-11-02,S,20000000,-22.06,25.66,513200,70671135,139.48,0.03,62.09,25054.228
LIMIT,LIMIT,LIMIT,$,0.3772,PETIT ROBERT,Chief Scientific Officer,2018-11-02,S,8491,-3.48,0.56,4.75496,15678.01172,-32.64,0,At Loss,54.933
LIMIT,LIMIT,LIMIT,$,49.26,Simonich Brent,Principal Accounting Officer,2018-11-02,P,1943,7.97,51.5,100.064,26330,-4.35,1.14,15.1,10891.210
LIMIT,LIMIT,LIMIT,$,49.26,Pizzi Michael A.,COO & CFO,2018-11-02,P,-,12.79,51.67,516.7,88171,-4.66,1.14,15.1,10891.210
LIMIT,LIMIT,LIMIT,$,18.51,BRANCA RICHARD,Director,2018-11-02,P,3000,3.91,24.35,73.05,79786.02,-23.98,1.84,At Loss,174.600
LIMIT,LIMIT,LIMIT,$,85.1,HOUGH PAUL J.,EVP & Chief Product Officer,2018-11-02,S,8483,-13.37,103.16,875.106,54988,-17.51,1.74,33.77,10613.917
LIMIT,LIMIT,LIMIT,$,37.9,Chrzan Oliver Ian,Chief Technology Officer,2018-11-02,S,6000,-0.3,45.14,270.84,2011606,-16.04,0,42.66,4460.194
LIMIT,LIMIT,LIMIT,$,57.02,CRAWFORD JOHN JOSEPH,Director,2018-11-02,S,2000,-22.75,60.03,120.06,6792,-5.01,2.79,14.84,5165.366
LIMIT,LIMIT,LIMIT,$,368.78,Schlossman Robert,Chief Legal Officer,2018-11-02,S,45000,-31.48,38.73,1742.85,97966,852.18,0,At Loss,51163.056
LIMIT,LIMIT,LIMIT,$,27.21,Assaf Ronald James,"Sr VP, General Counsel & Sec",2018-11-02,S,3333,-3.84,21.83,72.7594,83389,24.64,0.37,At Loss,1592.020
LIMIT,LIMIT,LIMIT,$,27.23,CRITELLI LEWIS J,President & CEO,2018-11-02,S,4125,-7.68,38.14,157.328,49604,-28.61,3.81,9.42,222.645
LIMIT,LIMIT,LIMIT,$,77.98,Williams Chad L.,CEO,2018-11-02,P,17500,5.17,39.17,685.475,356028,99.08,2.49,At Loss,6012.041
LIMIT,LIMIT,LIMIT,$,91.47,BIENAIME JEAN JACQUES,CEO,2018-11-02,S,1500,-0.32,97.88,146.82,470491,-6.55,0,1143.38,16793.292
LIMIT,LIMIT,LIMIT,$,225.14,Whiteley Sivan,Gen. Counsel & Corp. Secretary,2018-11-02,S,1875,-1.52,77.7,145.688,121708,189.76,0,210.42,103851.596
LIMIT,LIMIT,LIMIT,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-11-02,P,2008,0.29,63.5,127.508,693572,-35.12,3.1,At Loss,693.266
LIMIT,LIMIT,LIMIT,$,91.08,MCAFEE LAWRANCE W,CFO,2018-11-02,S,3100,-13.71,113.29,351.199,19507,-19.6,1.6,38.42,1175.991
LIMIT,LIMIT,LIMIT,$,14.86,CANNELL CAPITAL LLC,10% Owner,2018-11-02,S,81917,-2.95,11.43,936.311,2693370,30.01,0.87,12.75,422.966
LIMIT,LIMIT,LIMIT,$,10.01,Sarkissian Garo Sarkis,SVP Corporate Development,2018-11-02,S,12500,-6.53,20.43,255.375,178876,-51,0,At Loss,359.177
LIMIT,LIMIT,LIMIT,$,27.42,CHANDLER JOHN D,Sr. Vice President & CFO,2018-11-02,P,-,37.62,25.94,259.4,36582,5.71,5.96,33.45,33316.116
LIMIT,LIMIT,LIMIT,$,27.42,Wilson Terrance Lane,SVP & General Counsel,2018-11-02,P,1000,5.94,25.75,25.75,17844,6.49,5.96,33.45,33316.116
LIMIT,LIMIT,LIMIT,$,25.04,MAYPOLE JOHN F,Director,2018-11-02,P,1500,3.76,20.01,30.015,41444,25.14,0.97,At Loss,1273.064
LIMIT,LIMIT,LIMIT,$,117.85,JACKSON MICHAEL J,"Chairman, CEO & President",2018-11-02,S,74208,-36.14,40.69,3019.52,131101,189.63,0,8.11,7723.671
LIMIT,LIMIT,LIMIT,$,40.07,Havey Adam,"EVP, Business Operations",2018-11-02,S,8179,-21.85,64.25,525.501,29253,-37.63,0,9.54,2155.712
LIMIT,LIMIT,LIMIT,$,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",2018-11-02,S,17992,-0.08,124.42,2238.56,23130488,160.1,0.39,66.04,13946.565
LIMIT,LIMIT,LIMIT,$,14.18,DONDERO JAMES D,"See Remarks, 10% Owner",2018-11-02,P,5563,0.1,21.83,121.44,5513797.208,-35.04,4.21,3.14,524.556
LIMIT,LIMIT,LIMIT,$,5.85,GEORGE W WHITNEY,Senior Portfolio Manager,2018-11-02,P,19555,0.24,6.88,134.538,8332530,-14.97,6.2,At Loss,265.088
LIMIT,LIMIT,LIMIT,$,108.42,JOHNSON RICHARD E,"Sr. VP-Finance, Treas & CFO",2018-11-02,S,19000,-23.78,50.43,958.17,60901.6685,114.99,0.69,55.88,3171.268
LIMIT,LIMIT,LIMIT,$,110.62,CRANDELL KEITH,"Director, 10% Owner",2018-11-02,P,75000,8.53,14,1050,954146,690.14,0,At Loss,5452.687
LIMIT,LIMIT,LIMIT,$,67.08,Derksen Henk,"SVP, Finance, & CFO",2018-11-02,P,1431,3.82,53.65,76.7731,38857,25.03,0.29,25.12,3011.789
LIMIT,LIMIT,LIMIT,$,206.6,Ryan Daniel J,Co-Chief Investment Officer,2018-11-02,S,-,-7.53,119.55,1195.5,122781,72.81,2.12,31.39,32015.636
LIMIT,LIMIT,LIMIT,$,183.23,Judson James T,Director,2018-11-02,S,5949,-20.9,69.29,412.206,22509,164.44,0,107.14,8051.615
LIMIT,LIMIT,LIMIT,$,504.25,MCNAMARA KEVIN J,president and CEO,2018-11-02,S,7000,-5.52,305.98,2141.86,119808,64.8,0.28,26.49,7762.951
LIMIT,LIMIT,LIMIT,$,37.9,Wehr Craig,"Group Ex., President-Zurn",2018-11-02,S,7500,-49.82,28.5,213.75,7554,32.98,0.79,21.06,4599.147
LIMIT,LIMIT,LIMIT,$,0.2449,NETTLES GARY W,Director,2018-11-02,P,5000,33.33,0.43,2.15,20000,-43.05,0,N/A,71.911
LIMIT,LIMIT,LIMIT,$,0.0002,Ascribe Capital LLC,10% Owner,2018-11-02,P,5174,0.13,7.41,38.3393,3967038,-100,0,At Loss,0.005
LIMIT,LIMIT,LIMIT,$,17.07,NELSON RONALD L,Director,2018-11-02,P,25000,22.38,15.95,398.75,136683,7.02,3.51,At Loss,5960.921
LIMIT,LIMIT,LIMIT,$,51.78,MASCARENAS PAUL ANTHONY,Director,2018-11-02,P,15000,100,7.35,110.25,15000,604.49,0.19,33.41,1830.166
LIMIT,LIMIT,LIMIT,$,291.72,GARCIA ERNEST C. II,10% Owner,2018-11-02,S,86254,-0.1,45.6,3933.18,90045984,539.74,0,At Loss,24967.516
LIMIT,LIMIT,LIMIT,$,47.52,Doman Curtis Linn,CPO Progressive Leasing,2018-11-02,S,5000,-2.57,50,250,189523,-4.96,0.09,13.05,3107.394
LIMIT,LIMIT,LIMIT,$,90.34,Medical Information Technology,10% Owner,2018-11-02,P,2225,0.03,45,100.125,6643591,100.76,0,At Loss,7360.420
LIMIT,LIMIT,LIMIT,$,41.89,BENINCASA JUSTIN D,CFO,2018-11-02,S,5458,-9.86,83.05,453.287,49872,-49.56,1.62,At Loss,662.858
LIMIT,LIMIT,LIMIT,$,0.003,SIEM IVAR,Director,2018-11-02,P,1516505,73.16,0.06,90.9903,3589421,-95,0,At Loss,0.531
LIMIT,LIMIT,LIMIT,$,27.42,CREEL MICHAEL A,Director,2018-11-02,P,25000,186.47,25.77,644.25,38407,6.4,5.96,33.45,33316.116
LIMIT,LIMIT,LIMIT,$,89.57,CHEW LEWIS,EVP & CFO,2018-11-02,S,35000,-28.84,69.44,2430.4,86370,28.99,0.97,31.86,9060.948
LIMIT,LIMIT,LIMIT,$,23.37,KIMBLE DONALD R,Chf. Finance Off. & Vice Chair,2018-11-02,P,5000,2.01,18.55,92.75,253847,25.98,3.16,9.15,21758.833
LIMIT,LIMIT,LIMIT,$,23.37,Highsmith Carlton L,Director,2018-11-02,S,6963,-10.23,18.37,127.91,61125,27.22,3.16,9.15,21758.833
LIMIT,LIMIT,LIMIT,$,18.59,Hanson James E. II,Director,2018-11-02,P,1225,1.92,16.53,20.2492,64973,12.46,2.86,10.43,940.772
LIMIT,LIMIT,LIMIT,$,72.74,ILLIG CLIFFORD W,Vice Chairman,2018-11-02,S,250000,-2.03,57.53,14382.5,12079272,26.44,1.2,42.3,21401.765
LIMIT,LIMIT,LIMIT,$,0.1452,Navy Capital Green Management ,10% Owner,2018-11-02,P,6250000,45.45,0.8,5000,20000000,-81.85,0,At Loss,18.608
LIMIT,LIMIT,LIMIT,$,14.39,Gerson Scott H,SVP and Group Pres.Industrial,2018-11-02,S,18802,-56.59,27.31,513.483,14424,-47.31,0,79.96,1139.740
LIMIT,LIMIT,LIMIT,$,61.45,KKR Fund Holdings GP Ltd,10% Owner,2018-11-02,S,20000000,-22.06,25.66,513200,70671135,139.48,0.03,62.09,25054.228
LIMIT,LIMIT,LIMIT,$,323.82,Reitmeier Joseph William,EVP & CFO,2018-11-02,S,1715,-10.01,210.96,361.796,15418,53.5,1.04,24.9,11850.733
LIMIT,LIMIT,LIMIT,$,23.24,MITCHELL PAUL J,Director,2018-11-02,S,1000,-11.11,37.51,37.51,8000,-38.04,0,At Loss,3758.033
LIMIT,LIMIT,LIMIT,$,49.7,Aubrey William E II,Director,2018-11-02,P,2020,9.18,41.47,83.7694,24020,19.85,2.99,10.18,356.484
LIMIT,LIMIT,LIMIT,$,3.4,Manko Joseph M. Jr.,"Director, 10% Owner",2018-11-02,P,45129,0.59,1.56,70.4012,7694391,117.95,0,At Loss,151.509
LIMIT,LIMIT,LIMIT,$,353.13,BUSH WESLEY G,Chairman and CEO,2018-11-02,S,-,-2.73,274.73,2747.3,355769.8464,28.54,1.72,12.4,55560.641
LIMIT,LIMIT,LIMIT,$,51.78,Adams Daryl M,President and CEO,2018-11-02,P,25000,4.05,7.31,182.75,642536,608.34,0.19,33.41,1830.166
LIMIT,LIMIT,LIMIT,$,342.51,Xie Michael,"VP, Engineering & CTO",2018-11-02,S,73780,-0.6,81.71,6028.56,12160000,319.18,0,103.15,56000.313
LIMIT,LIMIT,LIMIT,$,31.07,FAULSTICK LUKE T,Director,2018-11-02,S,8450,-56.6,61.05,515.872,6479,-49.11,0,At Loss,613.486
LIMIT,LIMIT,LIMIT,$,67.6,MANOOGIAN RICHARD A,Director,2018-11-02,S,150000,-22.19,30.74,4611,525961,119.91,1.24,36.92,16500.316
LIMIT,LIMIT,LIMIT,$,20.82,Jenkins Donald M.,Chief Commercial Officer,2018-11-02,P,3500,25.35,33.2,116.2,17306,-37.29,0,At Loss,7868.889
LIMIT,LIMIT,LIMIT,$,20.82,McNally Robert Joseph,Sr. Vice President and CFO,2018-11-02,P,2829,5.93,32.93,93.159,50544,-36.77,0,At Loss,7868.889
LIMIT,LIMIT,LIMIT,$,31.07,Elting Kimberley A.,Chief Legal & Admin Officer,2018-11-02,S,7000,-30.78,61.05,427.35,15740,-49.11,0,At Loss,613.486
LIMIT,LIMIT,LIMIT,$,80.34,Nackel John G.,Director,2018-11-02,S,6000,-7.82,42.91,257.46,70732,87.23,0.26,23.75,4439.174
LIMIT,LIMIT,LIMIT,$,110.62,"ARCH Venture Fund VII, L.P.",10% Owner,2018-11-02,P,75000,8.53,14,1050,954146,690.14,0,At Loss,5452.687
LIMIT,LIMIT,LIMIT,$,60.77,SMITH GARY B,"PRESIDENT, CEO",2018-11-02,S,9600,-1.79,31.65,303.84,525558,92.01,0,20.58,9415.047
LIMIT,LIMIT,LIMIT,$,20.82,Centofanti Erin R.,"EVP, Production",2018-11-02,P,6000,17.95,33.07,198.42,39419,-37.04,0,At Loss,7868.889
LIMIT,LIMIT,LIMIT,$,352.85,Hertzmark Hudis Jane,Group President,2018-11-02,S,20925,-29.81,143.08,2993.95,49276,146.61,0.6,42.76,127007.438
LIMIT,LIMIT,LIMIT,$,6.5,Mortensen Michael A.,SVP Sales & Merchandising,2018-11-02,S,21977,-28.65,5.14,112.962,54730,26.46,0,At Loss,497.180
LIMIT,LIMIT,LIMIT,$,20.82,Smith Jimmi Sue,Chief Accounting Officer,2018-11-02,P,7500,130.01,33.13,248.475,13269,-37.16,0,At Loss,7868.889
LIMIT,LIMIT,LIMIT,$,120.55,RAMASWAMI RAJIV,"COO, Products & Cloud Services",2018-11-02,S,12345,-5.66,143.73,1774.35,205666,-16.13,0,24.75,50590.315
LIMIT,LIMIT,LIMIT,$,352.85,Demsey John,Group President,2018-11-02,S,10010,-100,143.5,1436.44,0,145.89,0.6,42.76,127007.438
LIMIT,LIMIT,LIMIT,$,200.86,Sheedy William M.,"EVP CORP STRAT, M&A, GR",2018-11-02,S,99636,-29.37,139.28,13877.3,239617,44.21,0.67,35.69,438460.291
LIMIT,LIMIT,LIMIT,$,62.13,PETERS WILLIAM E,President,2018-11-02,S,13915,-3.64,26,361.79,368388,138.96,0.51,13.57,8905.401
LIMIT,LIMIT,LIMIT,$,0.22,Reis David A,Director,2018-11-02,S,19456,-0.61,1.64,31.9078,3154659,-86.59,0,At Loss,36.818
LIMIT,LIMIT,LIMIT,$,116.99,HIRSCHHORN MARK,"Executive VP, COO and CFO",2018-11-02,S,-,-81.41,70.13,701.3,2284,66.82,0,At Loss,18728.539
LIMIT,LIMIT,LIMIT,$,31.07,DOUG RICE,CFO,2018-11-02,S,6057,-18.71,61.25,370.991,26311,-49.27,0,At Loss,613.486
LIMIT,LIMIT,LIMIT,$,55.71,Riker Lauren Bullaro,"Vice President, Finance",2018-11-02,S,1000,-8.72,54.35,54.35,10474,2.5,0,40.97,2481.575
LIMIT,LIMIT,LIMIT,$,36.46,"Luxor Capital Group, LP",10% Owner,2018-11-02,S,205384,-3.1,33.43,6865.99,6414334,9.06,0,At Loss,1752.870
LIMIT,LIMIT,LIMIT,$,36.46,"Luxor Capital Group, LP",10% Owner,2018-11-02,P,144100,2.3,33.51,4828.79,6414334,8.8,0,At Loss,1752.870
LIMIT,LIMIT,LIMIT,$,29.98,Cooke Peter,"President, International",2018-11-02,S,13478,-33.75,28.03,377.788,26462,6.96,0,At Loss,3895.450
LIMIT,LIMIT,LIMIT,$,2.27,ROSENWALD LINDSAY A MD,Director,2018-11-02,P,50000,250,4.41,220.5,70000,-48.53,0,At Loss,212.082
LIMIT,LIMIT,LIMIT,$,8.75,"STONEPINE CAPITAL, L.P.",10% Owner,2018-11-02,P,300000,11.64,5,1500,2877996,75,0,At Loss,345.561
LIMIT,LIMIT,LIMIT,$,97.08,Cameron William Henderson,Director,2018-11-02,P,2500,1.57,19.13,47.825,161959,407.48,0.12,26.04,4213.385
LIMIT,LIMIT,LIMIT,$,12.21,Neff Thomas B,CEO,2018-11-02,S,39636,-1.38,44.32,1756.67,2837337,-72.45,0,At Loss,1131.987
LIMIT,LIMIT,LIMIT,$,0.34975,Vahabzadeh Amir,Director,2018-11-02,P,2500,0.07,0.06,0.15,3650000,482.92,0,58.29,12.184
LIMIT,LIMIT,LIMIT,$,38.55,Allen Wade,SVP & Chief Digital Officer,2018-11-02,S,1998,-23.56,45.13,90.1697,6481,-14.58,0,13.54,1750.846
LIMIT,LIMIT,LIMIT,$,32.2,Athreya Anand,Chief Development Officer,2018-11-02,S,113039,-100,29.7,3357.26,0,8.42,2.48,71.56,10470.830
LIMIT,LIMIT,LIMIT,$,9.5,Gavant Judy Carol,EVP & CFO,2018-11-02,P,1000,10.41,8.95,8.95,10609,6.15,0,At Loss,126.632
LIMIT,LIMIT,LIMIT,$,2.565,Coghlin Christopher J,10% Owner,2018-11-02,S,6500,-4.14,2.7,17.55,150690,-5,0,At Loss,19.938
LIMIT,LIMIT,LIMIT,$,10.7,Davidson David,Chief Medical Officer,2018-11-02,S,5000,-16.72,133.64,668.2,24905,-91.99,0,At Loss,750.147
LIMIT,LIMIT,LIMIT,$,0.92,KRUGER WARREN F,"CEO & President, 10% Owner",2018-11-02,P,51429,0.6,0.5,25.7145,8592226,84,0,5.75,26.276
LIMIT,LIMIT,LIMIT,$,41.03,Carruthers Wendy,"SVP, Human Resources",2018-11-02,S,1500,-1.05,36.64,54.96,141468,11.98,0,56.22,58467.442
LIMIT,LIMIT,LIMIT,$,9.5,GREENE RANDAL R,President & CEO,2018-11-02,P,5557,7.93,8.96,49.7907,75625,6.03,0,At Loss,126.632
LIMIT,LIMIT,LIMIT,$,65.41,LAURSEN THOMAS E,General Counsel,2018-11-02,S,1381,-6.97,48.33,66.7437,18434,35.34,2.2,9.21,10234.277
LIMIT,LIMIT,LIMIT,$,3.67,"Osmium Partners, LLC",10% Owner,2018-11-02,S,2298614,-78.71,3.52,8091.12,621922,4.26,0,At Loss,144.720
LIMIT,LIMIT,LIMIT,$,48.35,Hanrahan Daniel J,Director,2018-11-02,P,15000,422.06,51.2,768,18554,-5.57,0,At Loss,2748.325
LIMIT,LIMIT,LIMIT,$,79.83,GAVIN JOHN J JR,Director,2018-11-02,S,9548,-22.96,113.61,1084.75,32029,-29.73,0,At Loss,2083.154
LIMIT,LIMIT,LIMIT,$,48.35,Affeldt Eric,Director,2018-11-02,P,2000,19.61,51.44,102.88,12200,-6.01,0,At Loss,2748.325
LIMIT,LIMIT,LIMIT,$,0.92,KRUGER WARREN F,"CEO & President, 10% Owner",2018-11-02,P,95479,1.12,0.5,47.7395,8636276,84,0,5.75,26.276
LIMIT,LIMIT,LIMIT,$,253.11,BONANOTTE GINO A,EVP and CFO,2018-11-02,S,124161,-78.5,127.5,15830.5,34005.2923,98.52,1.12,35.02,42749.642
LIMIT,LIMIT,LIMIT,$,11.89,Powell Lynne,Senior VP - CCO,2018-11-02,S,1000,-10.41,8,8,8605,48.63,0,At Loss,2139.441
LIMIT,LIMIT,LIMIT,$,21.36,Smith Michael Alan,"SVP, CHIEF ACCOUNTING OFFICER",2018-11-02,P,4600,49.15,16.5,75.9,13959,29.45,1.12,16.97,1338.361
LIMIT,LIMIT,LIMIT,$,60.11,Pardo Geoff,"Director, 10% Owner",2018-11-02,P,866666,38.24,15,13000,3133332,300.73,0,At Loss,2782.932
LIMIT,LIMIT,LIMIT,$,84.62,VONDRASEK MARK R,See Remarks,2018-11-02,S,7540,-100,71.77,541.146,0,17.9,0,At Loss,9304.348
LIMIT,LIMIT,LIMIT,$,0.0888,FPA FUNDS TRUST,10% Owner,2018-11-02,S,31205,-77.09,1.19,37.134,9273,-92.54,0,At Loss,0.470
LIMIT,LIMIT,LIMIT,$,11.89,STAAB THOMAS R II,Senior Vice President and CFO,2018-11-02,S,10856,-7.32,7.84,85.111,137383,51.66,0,At Loss,2139.441
LIMIT,LIMIT,LIMIT,$,100.69,HOCKEMA JACK A,CEO,2018-11-02,S,1500,-1.52,100.41,150.615,97365,0.28,2.86,At Loss,1597.213
LIMIT,LIMIT,LIMIT,$,23.79,LaCarte John J,Director,2018-11-02,P,1250,2.43,27.94,34.925,52750,-14.85,4.04,16.75,126.004
LIMIT,LIMIT,LIMIT,$,60.11,Andera Partners,10% Owner,2018-11-02,P,866666,32.21,15,13000,3557461,300.73,0,At Loss,2782.932
LIMIT,LIMIT,LIMIT,$,60.11,Wisniewski Raphael,"Director, 10% Owner",2018-11-02,P,866666,32.21,15,13000,3557461,300.73,0,At Loss,2782.932
LIMIT,LIMIT,LIMIT,$,60.11,Gilde Healthcare Holding B.V.,10% Owner,2018-11-02,P,866666,19.12,15,13000,5399998,300.73,0,At Loss,2782.932
LIMIT,LIMIT,LIMIT,$,60.11,Tammenoms Bakker Juliet,"Director, 10% Owner",2018-11-02,P,533333,22.22,15,8000,2933333,300.73,0,At Loss,2782.932
LIMIT,LIMIT,LIMIT,$,55.25,Cashman Charles A,EVP & Chief Revenue Officer,2018-11-02,S,6000,-16.49,24.84,149.04,30392,122.42,0,8.16,1201.434
LIMIT,LIMIT,LIMIT,$,60.22,BOGUS DONALD W,Director,2018-11-02,P,25000,28.53,21.87,546.75,112618,175.35,1.34,10.3,9597.712
LIMIT,LIMIT,LIMIT,$,7.41,NEWTON ROGER S,Director,2018-11-02,S,2827,-0.49,50.07,141.548,573726,-85.2,0,At Loss,215.461
LIMIT,LIMIT,LIMIT,$,60.11,Longitude Capital Partners III,10% Owner,2018-11-02,P,533333,22.22,15,8000,2933333,300.73,0,At Loss,2782.932
LIMIT,LIMIT,LIMIT,$,60.22,Herzog Charles P Jr,Director,2018-11-02,P,4000,56.95,25.5,102,11024,136.16,0.81,9.01,3454.622
LIMIT,LIMIT,LIMIT,$,91.19,HERSCHER PENNY,Director,2018-11-02,S,1197,-3.33,52.93,63.3572,34743,72.28,0,17.32,6593.038
